"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-metoprolol-nitrendipine","0.583 (0.5  - 0.75)","1    (0.9  - 1   )","0.769 (0.692 - 0.923)","2.25 (2.25 - 2.25)","0.375 (0.375 - 0.375)","5e+05 (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.625)","0.397 (0.389 - 0.405)",0.5,0.9,0.692,2.25,0.375,2.5,0.625,0.405,0.833,0.9,0.308,2.25,0.375,5e+05,0.5,0.272,11.2663691404892,-17.2418392924823,11.2663691848208,-17.2418392439011,3.93485858657664e-09,2.81763605623304e-09,1.10869994297165e-17,-2.89477281703217e-05,7,NA,"tms_metrics_3_34.csv","summary_tms_7_metrics.csv"
"azimilide-bepridil-chlorpromazine-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.857 (0.75 - 0.929)","1    (0.964 - 1   )","0.906 (0.875 - 0.938)","3.43 (2.86 - 3.43)","0.19 (0.19 - 0.381)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.244 (0.239 - 0.25)",0.75,0.964,0.875,2.86,0.381,5.25,0.292,0.25,0.893,1,0.312,3.41,0.288,750000,0.25,0.148,12.982632254229,-16.2623569162318,12.9826323093088,-16.2623568732596,4.24257213627871e-09,2.64243152627579e-09,1.12107063654021e-17,-1.36241243905857e-05,11,0.666666666666667,"tms_metrics_3_35.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-diltiazem-metoprolol-nitrendipine-quinidine-risperidone-vandetanib","0.6  (0.533 - 0.933)","1    (1    - 1   )","0.85 (0.8  - 0.95)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.248 (0.241 - 0.254)",0.533,1,0.8,2.4,0.3,667000,1.25e-06,0.254,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.139,8.82758485108375,-28.0741953114288,8.82758485385949,-28.0741953094767,3.14439203464233e-10,6.95338196111317e-11,2.18641588523499e-20,-1.40711516704153e-05,8,NA,"tms_metrics_3_36.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (1    - 1   )","0.9  (0.85 - 0.9 )","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.245 (0.239 - 0.252)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.252,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.12,7.95721542085391,-26.6012710417384,7.95721541831572,-26.6012710440996,3.1898013586669e-10,8.8764049496471e-11,2.8313968568462e-20,-1.28728342897875e-05,8,NA,"tms_metrics_3_37.csv","summary_tms_8_metrics.csv"
"astemizole-clozapine-nitrendipine-quinidine-ranolazine-vandetanib-verapamil","0.917 (0.833 - 0.917)","1    (1    - 1   )","0.929 (0.857 - 0.929)","2.25 (2.25 - 3   )","0.375 (1.5e-06 - 0.375)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.249 (0.242 - 0.256)",0.833,1,0.857,2.25,0.375,1e+06,1e-06,0.256,0.917,1,0.357,3,0.25,1e+06,1e-06,0.0354,12.3686341190443,-36.814850913655,12.3686341127768,-36.8148508940053,5.06723901428046e-10,5.33744147112781e-10,2.70460916589373e-19,-5.5946143643206e-06,7,NA,"tms_metrics_3_38.csv","summary_tms_7_metrics.csv"
"astemizole-bepridil-clozapine-diltiazem-metoprolol-ranolazine-vandetanib","0.833 (0.667 - 1   )","1    (0.9  - 1   )","0.857 (0.714 - 1   )","2.25 (2.25 - 7.5e+05)","0.375 (0.25 - 0.375)","5e+05 (2.5  - 1e+06)","0.5  (1e-06 - 0.625)","0.384 (0.376 - 0.392)",0.667,0.9,0.714,2.25,0.375,2.5,0.625,0.392,0.833,0.9,0.357,2.25,0.375,5,0.5,0.165,7.13849193043286,-17.8986154774288,7.13849197298643,-17.8986154364481,5.96114335617127e-09,2.28960315469332e-09,1.36486526338688e-17,-2.22151136664619e-05,7,NA,"tms_metrics_3_4.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.875 (0.792 - 0.875)","1    (0.905 - 1   )","0.96 (0.88 - 0.96)","3.33 (1.67 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.26 (0.254 - 0.266)",0.792,0.905,0.88,1.67,0.333,667000,0.333,0.266,0.917,0.952,0.36,1.67,0.333,667000,0.333,0.191,8.41593049806068,-18.6988519668242,8.41593049212636,-18.6988519624754,7.05128940304777e-10,2.32568835858821e-10,1.63991016777046e-19,-1.64643918163037e-05,10,NA,"tms_metrics_3_40.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-ranolazine-risperidone-verapamil","0.952 (0.905 - 1   )","1    (0.857 - 1   )","0.955 (0.909 - 1   )","2.57 (2.57 - 1e+06)","0.214 (1e-06 - 0.214)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.187 (0.181 - 0.192)",0.905,0.857,0.909,2.57,0.214,7,0.333,0.192,0.952,0.952,0.409,2.57,0.214,7,0.333,0.0538,12.6685970345171,-19.8683069221418,12.6685971642254,-19.86830677317,1.02385705517634e-08,7.49796351594554e-09,7.67684284525563e-17,-6.40209509738262e-06,10,0.766666666666667,"tms_metrics_3_41.csv","summary_tms_10_metrics.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ondansetron-quinidine-ranolazine","0.708 (0.625 - 0.875)","1    (0.952 - 1   )","0.905 (0.857 - 0.952)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","6.67e+05 (6.67e+05 - 1e+06)","0.333 (1e-06 - 0.333)","0.289 (0.283 - 0.296)",0.625,0.952,0.857,3.33,0.222,667000,0.333,0.296,0.917,1,0.333,3.33,0.222,1e+06,1e-06,0.175,10.2952687385508,-16.1686572167471,10.2952941808733,-16.1686321633848,2.47125745103198e-06,1.54950412763823e-06,3.82922362083078e-12,-1.53760862916457e-05,10,NA,"tms_metrics_3_42.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","0.917 (0.917 - 0.917)","1    (0.905 - 1   )","0.92 (0.88 - 0.92)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","6.67e+05 (4.67 - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.254 (0.248 - 0.26)",0.917,0.905,0.88,3.33,0.222,4.67,0.389,0.26,0.917,0.905,0.24,3.33,0.222,7,0.333,0.129,12.2600060369694,-9.86797124209963,12.2600296394119,-9.86794742455708,1.92515378948665e-06,2.4136268183736e-06,4.64660281579855e-12,-1.37408485807615e-05,10,0.666666666666667,"tms_metrics_3_43.csv","summary_tms_10_metrics.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-tamoxifen","0.917 (0.833 - 0.958)","1    (0.952 - 1   )","0.92 (0.84 - 0.96)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.272 (0.266 - 0.279)",0.833,0.952,0.84,3.33,0.222,4.67,0.389,0.279,0.958,1,0.32,3.33,0.222,667000,1.17e-06,0.0534,10.0705441856991,-8.60042486086557,10.0705615172199,-8.60040795731503,1.72100837930561e-06,1.96543589793407e-06,3.38253164933258e-12,-6.09054428746686e-06,10,0.633333333333333,"tms_metrics_3_44.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-verapamil","0.958 (0.875 - 0.958)","0.857 (0.665 - 1   )","0.952 (0.856 - 0.952)","3.33 (2.67 - 3.33)","0.222 (0.222 - 0.444)","7    (2.33 - 1e+06)","0.333 (1e-06 - 0.467)","0.325 (0.318 - 0.331)",0.875,0.665,0.856,2.67,0.444,2.33,0.467,0.331,0.958,0.81,0.286,833000,0.167,4.67,0.389,0.0955,10.3065180040182,-7.71596236488566,10.3065523206596,-7.71592856825,3.32959464201692e-06,4.38011256336684e-06,1.45839993224172e-11,-1.6893935775488e-05,10,NA,"tms_metrics_3_45.csv","summary_tms_10_metrics.csv"
"astemizole-clozapine-diltiazem-loratadine-quinidine-tamoxifen-vandetanib","0.917 (0.708 - 1   )","1    (1    - 1   )","0.933 (0.8  - 1   )","2.25 (2.25 - 3   )","0.375 (1.5e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.247 (0.239 - 0.254)",0.708,1,0.8,2.25,0.375,5,1.25e-06,0.254,0.917,1,0.333,3,0.25,1e+06,1e-06,0.0283,12.124848791668,-32.269768513662,12.1248488687026,-32.2697683457499,6.35344511711414e-09,5.20338848674647e-09,3.30594431735673e-17,-4.76509836766775e-06,7,NA,"tms_metrics_3_5.csv","summary_tms_7_metrics.csv"
"bepridil-chlorpromazine-clarithromycin-loratadine-mexiletine-nitrendipine-quinidine-vandetanib","0.867 (0.733 - 1   )","1    (1    - 1   )","0.938 (0.938 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.107 (0.103 - 0.112)",0.733,1,0.938,2.4,0.3,1e+06,1e-06,0.112,0.933,1,0.312,3,0.2,1e+06,1e-06,0.0212,3.68386613150263,-1.55565753744214,3.68386611907907,-1.55565753366454,3.37242571851396e-09,2.42829510219301e-09,8.18924485477719e-18,-3.22826580281619e-06,8,NA,"tms_metrics_3_57.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.875 (0.833 - 0.958)","1    (0.905 - 1   )","0.897 (0.828 - 0.966)","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.225 (0.219 - 0.231)",0.833,0.905,0.828,3.33,0.222,7,0.333,0.231,0.917,1,0.379,3.33,0.222,667000,0.333,0.0989,9.53449419111954,-17.9887512920999,9.53451233473792,-17.988734200237,1.90294141321669e-06,9.50142611880919e-07,1.80806572461008e-12,-9.92354724673819e-06,10,0.7,"tms_metrics_3_62.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine","0.867 (0.733 - 0.933)","1    (0.933 - 1   )","0.895 (0.789 - 0.947)","2.4  (2.4  - 8e+05)","0.3  (1.5e-06 - 0.3 )","6.67e+05 (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.32 (0.313 - 0.327)",0.733,0.933,0.789,2.4,0.3,3.33,0.417,0.327,0.933,1,0.316,2.4,0.3,667000,0.333,0.131,8.40495512470012,-12.9602817767304,8.40497109455016,-12.9602657815083,1.90004818059542e-06,1.23417392393845e-06,2.34498991871757e-12,-1.56542946772876e-05,8,0.466666666666667,"tms_metrics_3_63.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","0.958 (0.958 - 0.958)","1    (0.762 - 1   )","0.952 (0.905 - 0.952)","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.24 (0.234 - 0.246)",0.958,0.762,0.905,3.33,0.222,4.67,0.389,0.246,1,0.952,0.333,1e+06,1e-06,7,0.333,0.0169,11.5620773677349,-7.12222545613057,11.5620858053887,-7.12221729713905,7.29769175205851e-07,1.14556902402242e-06,8.36000961802214e-13,-2.83645471509507e-06,10,0.666666666666667,"tms_metrics_3_64.csv","summary_tms_10_metrics.csv"
"bepridil-clarithromycin-clozapine-diltiazem-metoprolol-nitrendipine-ondansetron-quinidine-risperidone-sotalol-verapamil","0.821 (0.714 - 0.964)","0.833 (0.667 - 1   )","0.828 (0.69 - 0.931)","3.43 (2.86 - 4   )","0.19 (1.98e-06 - 0.381)","6.67e+05 (2.67 - 1e+06)","0.333 (1e-06 - 0.762)","0.314 (0.307 - 0.321)",0.714,0.667,0.69,2.86,0.381,2.67,0.762,0.321,0.821,0.708,0.448,2.86,0.381,5.33,0.381,0.211,4.56244509562832,-7.03772587748463,4.56247754706577,-7.03769306600177,7.11267882811946e-06,4.66224976772288e-06,3.31610852142874e-11,-2.6660431669527e-05,11,NA,"tms_metrics_3_66.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-nitrendipine-quinidine-risperidone-terfenadine-vandetanib-verapamil","0.893 (0.786 - 0.964)","1    (1    - 1   )","0.906 (0.875 - 0.969)","3.43 (3.43 - 8.57e+05)","0.19 (0.143 - 0.19)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.171 (0.166 - 0.176)",0.786,1,0.875,3.43,0.19,750000,0.25,0.176,0.964,1,0.312,3.43,0.19,1e+06,1e-06,0.0736,8.40891739728666,-15.7858224288781,8.40891727175186,-15.7858225470099,1.49287703691955e-08,7.48340849807694e-09,1.11718087046677e-16,-5.95262579091829e-06,11,0.7,"tms_metrics_3_69.csv","summary_tms_11_metrics.csv"
"astemizole-diltiazem-metoprolol-quinidine-ranolazine-risperidone-terfenadine-vandetanib","0.8  (0.8  - 0.933)","1    (1    - 1   )","0.812 (0.812 - 0.938)","2.4  (1.2  - 8e+05)","0.3  (0.2  - 0.6 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.224 (0.217 - 0.23)",0.8,1,0.812,1.2,0.6,1e+06,1e-06,0.23,0.867,1,0.375,1.5,0.3,1e+06,1e-06,0.131,6.260598032027,-26.2668377287318,6.26059790995004,-26.2668378429172,1.94992498347112e-08,4.34713200086374e-09,8.47658129493101e-17,-1.44746931501486e-05,8,NA,"tms_metrics_3_71.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-vandetanib-verapamil","0.933 (0.933 - 1   )","0.9  (0.867 - 0.9 )","0.812 (0.812 - 0.812)","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","5    (5    - 5   )","1.25e-06 (1.25e-06 - 1.25e-06)","0.253 (0.246 - 0.259)",0.933,0.867,0.812,2.4,0.3,5,1.25e-06,0.259,1,1,0.25,1e+06,1e-06,1e+06,1e-06,0.000762,11.1598674435635,-8.81572070646963,11.1598673852047,-8.81572076520843,5.22934708669441e-09,6.66296023909167e-09,3.48429317150547e-17,-6.0807187861441e-08,8,NA,"tms_metrics_3_77.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-tamoxifen-vandetanib","0.8  (0.667 - 0.867)","1    (0.933 - 1   )","0.889 (0.889 - 0.944)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.333)","0.322 (0.315 - 0.329)",0.667,0.933,0.889,2.4,0.3,5,0.333,0.329,0.933,1,0.278,2.4,0.3,1e+06,1e-06,0.0581,7.87403419706551,-8.07115574927759,7.87403414117733,-8.07115581023847,7.09778277012176e-09,7.55293073520454e-09,5.36090616362579e-17,-8.01707921824156e-06,8,NA,"tms_metrics_3_78.csv","summary_tms_8_metrics.csv"
"azimilide-clozapine-diltiazem-dofetilide-droperidol-loratadine-vandetanib-verapamil","1    (0.933 - 1   )","1    (0.867 - 1   )","0.947 (0.789 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.333)","0.237 (0.23 - 0.244)",0.933,0.867,0.789,2.4,0.3,5,0.333,0.244,1,1,0.316,1e+06,1e-06,1e+06,1e-06,0.00125,9.38727110821513,-8.56313110838703,9.38727099049697,-8.56313117467054,1.25401894884235e-08,7.74056929457537e-09,9.70682057022478e-17,-1.74779695800844e-07,8,0.633333333333333,"tms_metrics_3_79.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-chlorpromazine-dofetilide-droperidol-loratadine-nitrendipine-ranolazine","0.933 (0.733 - 0.933)","1    (1    - 1   )","0.944 (0.833 - 0.944)","8e+05 (2.4  - 8e+05)","0.2  (0.2  - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.155 (0.149 - 0.161)",0.733,1,0.833,2.4,0.3,5e+05,0.5,0.161,0.933,1,0.389,3,0.2,1e+06,1e-06,0.0393,15.6385731628497,-21.0332443599536,15.6385860692341,-21.0332365413648,8.25291006179219e-07,3.71725426136913e-07,3.06781650958932e-13,-7.0130938664911e-06,8,NA,"tms_metrics_3_8.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-tamoxifen-vandetanib","0.8  (0.733 - 0.867)","1    (0.933 - 1   )","0.889 (0.833 - 0.944)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","5    (5    - 1e+06)","1.25e-06 (1e-06 - 1.25e-06)","0.316 (0.308 - 0.323)",0.733,0.933,0.833,2.4,0.3,5,1.25e-06,0.323,0.933,1,0.278,2.4,0.3,1e+06,1e-06,0.0583,7.89454395391697,-8.20294169445328,7.89454389602361,-8.20294175787837,7.33333865048031e-09,7.73199311329416e-09,5.67013239429677e-17,-8.0782834847353e-06,8,NA,"tms_metrics_3_80.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-terfenadine-verapamil","0.857 (0.75 - 0.964)","1    (1    - 1   )","0.897 (0.862 - 0.966)","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.177 (0.172 - 0.182)",0.75,1,0.862,3.43,0.19,667000,0.333,0.182,0.964,1,0.414,3.43,0.19,667000,0.333,0.0885,6.05801432347954,-11.0387672931957,6.05801419387587,-11.038767405818,2.1393754030548e-08,1.02024379858784e-08,2.18268448781802e-16,-7.55434905914009e-06,11,0.7,"tms_metrics_3_84.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-clozapine-droperidol-metoprolol-nitrendipine-ondansetron-verapamil","0.733 (0.667 - 0.8 )","1    (0.833 - 1   )","0.778 (0.722 - 0.833)","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","5e+05 (6    - 1e+06)","0.5  (1e-06 - 0.5 )","0.313 (0.306 - 0.321)",0.667,0.833,0.722,2.4,0.3,6,0.5,0.321,0.867,0.833,0.389,2.4,0.3,5e+05,0.5,0.164,8.79050521058639,-17.3570954597689,8.79053528424315,-17.357065634349,3.42114055462413e-06,1.71834459463963e-06,5.87869837954079e-12,-2.03515824972794e-05,8,NA,"tms_metrics_3_85.csv","summary_tms_8_metrics.csv"
"azimilide-clozapine-dofetilide-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.667 (0.667 - 0.833)","1    (0.944 - 1   )","0.818 (0.818 - 0.864)","2.5  (2.5  - 3   )","0.25 (1.5e-06 - 0.25)","6.67e+05 (6.67e+05 - 1e+06)","0.333 (1e-06 - 0.333)","0.296 (0.289 - 0.302)",0.667,0.944,0.818,2.5,0.25,667000,0.333,0.302,0.889,1,0.364,2.5,0.25,1e+06,1e-06,0.119,7.45217493188362,-18.7447000949292,7.45220832275301,-18.7446656930465,4.48066773531203e-06,1.83528921068341e-06,8.22332115127544e-12,-1.39907961776977e-05,9,NA,"tms_metrics_3_86.csv","summary_tms_9_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","0.958 (0.958 - 0.958)","1    (0.762 - 1   )","0.952 (0.905 - 0.952)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.24 (0.234 - 0.246)",0.958,0.762,0.905,3.33,0.222,4.67,0.389,0.246,1,0.952,0.333,833000,0.167,7,0.333,0.0263,18.3370041661505,-14.3528395465333,18.3370331724068,-14.3528138512345,1.58184020344361e-06,1.79026210887443e-06,2.83190857851931e-12,-5.04731672180619e-06,10,0.666666666666667,"tms_metrics_3_87.csv","summary_tms_10_metrics.csv"
"azimilide-clozapine-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-ondansetron-quinidine","0.722 (0.611 - 0.944)","1    (0.944 - 1   )","0.818 (0.773 - 0.955)","2.5  (2.5  - 3   )","0.25 (1.5e-06 - 0.25)","6.67e+05 (6.67e+05 - 1e+06)","0.333 (1e-06 - 0.333)","0.309 (0.302 - 0.316)",0.611,0.944,0.773,2.5,0.25,667000,0.333,0.316,0.889,1,0.364,2.5,0.25,1e+06,1e-06,0.119,8.00700149694111,-18.4962423385128,8.00703249571827,-18.496210388326,3.87144390561632e-06,1.72739097238924e-06,6.68749725267297e-12,-1.35713044163547e-05,9,NA,"tms_metrics_3_88.csv","summary_tms_9_metrics.csv"
"azimilide-bepridil-chlorpromazine-loratadine-nitrendipine-ondansetron-verapamil","0.917 (0.917 - 0.917)","0.8  (0.4  - 0.85)","0.818 (0.818 - 0.818)","2.25 (2.25 - 2.25)","0.375 (0.375 - 0.375)","5    (2.5  - 5   )","1.25e-06 (1.25e-06 - 0.625)","0.486 (0.477 - 0.494)",0.917,0.4,0.818,2.25,0.375,2.5,0.625,0.494,1,0.9,0.273,750000,0.25,4.94,0.503,0.0635,17.4488891189068,-11.065783710401,17.4489235865985,-11.0657495679499,1.97534773392119e-06,3.0854169380314e-06,6.09477135674237e-12,-1.65611802119048e-05,7,NA,"tms_metrics_3_89.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-nitrendipine-quinidine-ranolazine-vandetanib-verapamil","1    (0.964 - 1   )","1    (0.929 - 1   )","1    (0.971 - 1   )","8.57e+05 (3.43 - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.0801 (0.0765 - 0.0837)",0.964,0.929,0.971,3.43,0.19,7,0.25,0.0837,1,1,0.353,4,0.143,7,0.25,0.0183,11.2678311542719,-14.7233736836229,11.2678311195369,-14.7233737248393,3.08266819921568e-09,2.79938322574916e-09,8.62956964743472e-18,-2.3040008613088e-06,11,0.833333333333333,"tms_metrics_3_9.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-ondansetron-quinidine","0.8  (0.733 - 0.933)","0.933 (0.867 - 1   )","0.875 (0.75 - 0.938)","2.4  (2.4  - 3   )","0.3  (0.2  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.39 (0.383 - 0.398)",0.733,0.867,0.75,2.4,0.3,3.33,0.417,0.398,0.867,0.867,0.312,2.4,0.3,667000,0.333,0.187,6.98123808996902,-15.2556148287176,6.98127587313088,-15.2555758475134,5.41207116668571e-06,2.55521027904405e-06,1.38289798760333e-11,-2.27140868248115e-05,8,0.433333333333333,"tms_metrics_3_90.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-chlorpromazine-droperidol-nitrendipine-ondansetron-quinidine-verapamil","1    (1    - 1   )","1    (0.667 - 1   )","1    (1    - 1   )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.417)","0.0574 (0.0538 - 0.061)",1,0.667,1,1e+06,1e-06,3.33,0.417,0.061,1,0.867,0.308,1e+06,1e-06,5,0.333,0.0249,37.6657883154882,-13.537608132717,37.6658339914071,-13.5375810703097,1.21266182222391e-06,1.9990578233587e-06,2.42418110280513e-12,-4.70956393858028e-06,8,NA,"tms_metrics_3_91.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.8  (0.733 - 0.867)","0.933 (0.867 - 1   )","0.875 (0.812 - 0.938)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","5    (3.33 - 1e+06)","0.333 (1e-06 - 0.417)","0.388 (0.381 - 0.396)",0.733,0.867,0.812,2.4,0.3,3.33,0.417,0.396,0.867,0.933,0.312,2.4,0.3,667000,0.333,0.177,8.17793968594338,-14.5517940407575,8.17797247441752,-14.5517603371364,4.00936469757628e-06,2.31611985942537e-06,9.28616919973544e-12,-2.07004145953947e-05,8,0.5,"tms_metrics_3_92.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","0.958 (0.917 - 0.958)","1    (0.857 - 1   )","0.96 (0.92 - 0.96)","8.33e+05 (3.33 - 8.33e+05)","0.167 (0.167 - 0.222)","6.67e+05 (3.5  - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.225 (0.219 - 0.231)",0.917,0.857,0.92,3.33,0.222,3.5,0.389,0.231,0.958,0.905,0.32,4,0.167,4.67,0.389,0.0751,14.3627771819744,-8.7102740713124,14.3628006805795,-8.71025092221915,1.63607402059359e-06,2.65768385576288e-06,4.34816751136464e-12,-1.02079520175107e-05,10,0.7,"tms_metrics_3_93.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","0.958 (0.917 - 0.958)","1    (0.762 - 1   )","0.96 (0.92 - 0.96)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","6.67e+05 (3.5  - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.246 (0.24 - 0.252)",0.917,0.762,0.92,3.33,0.222,3.5,0.389,0.252,0.958,0.905,0.24,3.33,0.222,4.67,0.389,0.0963,13.4759793097372,-9.0662205891807,13.4760072024578,-9.0661928886532,2.06980600248827e-06,3.0553648970644e-06,6.32401260373587e-12,-1.24975941693734e-05,10,0.666666666666667,"tms_metrics_3_94.csv","summary_tms_10_metrics.csv"
