"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-nitrendipine-ranolazine-risperidone-verapamil","0.958 (0.958 - 1   )","1    (1    - 1   )","0.955 (0.955 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.121 (0.116 - 0.125)",0.958,1,0.955,3.33,0.222,7,0.333,0.125,1,1,0.364,4,1.33e-06,667000,1.17e-06,0.0114,23.0624668191809,-22.2593959380969,23.1862015959327,-22.261206485472,0.00533656952130997,8.13319518978781e-05,4.34033615606865e-07,-1.65300138636725e-06,10,0.8,"tms_metrics_10_1.csv","summary_tms_10_metrics.csv"
"azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-tamoxifen-vandetanib","0.933 (0.933 - 1   )","0.933 (0.867 - 1   )","0.889 (0.833 - 1   )","3    (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","5    (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.31 (0.303 - 0.317)",0.933,0.867,0.833,2.4,0.3,3.33,0.417,0.317,1,1,0.278,1e+06,1e-06,5,0.333,0.0142,7.16779142118368,-6.85325240400735,7.16779142505521,-6.85325239595028,5.40128933756046e-10,1.17565608797753e-09,6.35005869263107e-19,-2.21893969082113e-06,8,0.566666666666667,"tms_metrics_2_15.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-nitrendipine-ondansetron-quinidine-ranolazine","0.778 (0.667 - 0.833)","1    (0.944 - 1   )","0.933 (0.933 - 1   )","2.5  (2.5  - 2.5 )","0.25 (0.25 - 0.25)","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.4 )","0.278 (0.272 - 0.285)",0.667,0.944,0.933,2.5,0.25,4,0.4,0.285,0.943,0.944,0.333,2.5,0.25,6,0.333,0.126,9.91012442170183,-12.6994217677383,9.91012418798806,-12.6994233962038,2.35833345005619e-08,1.28231454195149e-07,3.02412527777768e-15,-1.38328102095781e-05,9,NA,"tms_metrics_2_16.csv","summary_tms_9_metrics.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-tamoxifen","1    (0.958 - 1   )","1    (0.952 - 1   )","1    (0.92 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0815 (0.0778 - 0.0853)",0.958,0.952,0.92,3.33,0.222,7,0.333,0.0853,1,1,0.32,4,0.167,7,0.333,0.0201,13.0597437500739,-9.73408590601498,13.059747726733,-9.73408723932381,3.04497391585507e-07,1.3697317454349e-07,4.17079743656792e-14,-2.73989498975842e-06,10,0.8,"tms_metrics_2_17.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","1    (0.958 - 1   )","0.952 (0.857 - 1   )","1    (0.92 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.148 (0.143 - 0.153)",0.958,0.857,0.92,3.33,0.222,4.67,0.389,0.153,1,0.905,0.32,833000,0.167,4.67,0.389,0.0586,9.79024711371464,-4.97379254736047,9.79024907057348,-4.97379313318428,1.99878351201494e-07,1.17782101774575e-07,2.35420923037487e-14,-7.45716678739992e-06,10,0.7,"tms_metrics_2_18.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-quinidine-ranolazine-vandetanib","0.6  (0.6  - 0.667)","1    (0.865 - 1   )","0.842 (0.737 - 0.895)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.347 (0.34 - 0.355)",0.6,0.865,0.737,1.8,0.6,5,0.333,0.355,0.867,1,0.474,2.4,0.3,1e+06,1e-06,0.238,2.25639560921637,-20.9063983471436,2.25639560785038,-20.9063983479805,6.05387037437984e-10,4.00326070698654e-11,2.42352213949447e-20,-2.94659282455267e-05,8,NA,"tms_metrics_2_2.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-dofetilide-metoprolol-ondansetron-risperidone","1    (0.833 - 1   )","0.867 (0.733 - 1   )","1    (0.875 - 1   )","2    (2    - 1e+06)","2e-06 (1e-06 - 2e-06)","3.33 (3.33 - 6.67e+05)","0.417 (1.25e-06 - 0.417)","0.296 (0.289 - 0.303)",0.833,0.733,0.875,2,2e-06,3.33,0.417,0.303,1,0.933,0.312,1e+06,1e-06,3.33,0.417,0.0536,6.21330899089381,-3.38169136605784,6.21331356850662,-3.38169168766799,7.36742601960266e-07,9.51033316381098e-08,7.00666760061511e-14,-7.70381370105624e-06,8,NA,"tms_metrics_2_20.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-dofetilide-mexiletine-tamoxifen-terfenadine-vandetanib-verapamil","0.933 (0.867 - 1   )","1    (1    - 1   )","0.923 (0.846 - 1   )","3    (2.4  - 3   )","1.5e-06 (1.5e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.159 (0.154 - 0.165)",0.867,1,0.846,2.4,0.3,5,1.25e-06,0.165,1,1,0.154,3,1.5e-06,1e+06,1e-06,0.0074,2.133445567536,-1.13570130612308,2.1393677734635,-1.1263041247425,0.00276820376606529,0.00834337828845845,2.3096171199818e-05,-1.19268224412683e-06,8,NA,"tms_metrics_2_34.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-quinidine-ranolazine-vandetanib","0.6  (0.6  - 0.667)","1    (1    - 1   )","0.842 (0.789 - 0.895)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.31 (0.303 - 0.318)",0.6,1,0.789,1.8,0.6,667000,0.333,0.318,0.867,1,0.474,2.4,0.3,1e+06,1e-06,0.237,2.95421069774246,-20.9970606239053,2.95421069644903,-20.9970606245305,4.37825999799766e-10,2.97743855652739e-11,1.30360001285398e-20,-2.70258260792724e-05,8,NA,"tms_metrics_2_4.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-quinidine-ranolazine-vandetanib","0.6  (0.6  - 0.667)","1    (1    - 1   )","0.842 (0.789 - 0.895)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.313 (0.306 - 0.321)",0.6,1,0.789,1.8,0.6,667000,0.333,0.321,0.867,1,0.474,2.4,0.3,1e+06,1e-06,0.237,2.98313904295853,-21.1588779021553,2.98313904205501,-21.1588779027619,3.02875565907646e-10,2.86710467220982e-11,8.68375950112007e-21,-2.70114007656867e-05,8,NA,"tms_metrics_2_5.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-quinidine-ranolazine-vandetanib","0.6  (0.6  - 0.667)","1    (1    - 1   )","0.842 (0.789 - 0.895)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.304 (0.297 - 0.312)",0.6,1,0.789,1.8,0.6,667000,0.333,0.312,0.867,1,0.474,2.4,0.3,1e+06,1e-06,0.235,2.88389616687842,-20.0627260206533,2.88389616596164,-20.0627260211262,3.17897554286076e-10,2.3572576278845e-11,7.49366434726679e-21,-2.70301429900981e-05,8,NA,"tms_metrics_2_6.csv","summary_tms_8_metrics.csv"
"astemizole-bepridil-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.583 (0.5  - 0.583)","0.8  (0.7  - 1   )","0.643 (0.571 - 0.857)","1.5  (1.5  - 2.25)","0.75 (0.375 - 0.75)","5    (1.25 - 1e+06)","1.25e-06 (1e-06 - 0.833)","0.581 (0.571 - 0.592)",0.5,0.7,0.571,1.5,0.75,1.25,0.833,0.592,0.75,0.9,0.5,2.25,0.375,5,1.25e-06,0.383,1.62935129204038,-20.481279674271,1.62935002397805,-20.4812786748402,7.78262691003386e-07,4.87972830766492e-08,3.7977104840887e-14,-5.20587998609681e-05,7,NA,"tms_metrics_2_7.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-quinidine-ranolazine-risperidone-verapamil","0.708 (0.708 - 0.75)","0.857 (0.762 - 0.857)","0.72 (0.72 - 0.76)","2.67 (2    - 3.33)","0.444 (0.222 - 0.667)","2.33 (2.33 - 4.67)","0.778 (0.389 - 0.778)","0.582 (0.573 - 0.591)",0.708,0.762,0.72,2,0.667,2.33,0.778,0.591,0.75,0.905,0.44,3.33,0.222,4.67,0.389,0.319,7.84171601768719,-38.6139939852272,7.84171622042338,-38.613993952569,2.5853547917641e-08,8.45761281687305e-10,2.18659298229882e-17,-3.83368827540925e-05,10,NA,"tms_metrics_3_1.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-nitrendipine-quinidine-ranolazine-vandetanib-verapamil","0.929 (0.857 - 1   )","1    (1    - 1   )","0.941 (0.882 - 1   )","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.168 (0.163 - 0.173)",0.857,1,0.882,3.43,0.19,1e+06,1e-06,0.173,0.964,1,0.353,3.43,0.19,1e+06,1e-06,0.0441,11.6716214030422,-19.8217763248095,11.6716214055807,-19.8217763283705,2.17496625384707e-10,1.79650652665725e-10,3.90734107029554e-20,-4.00183745700819e-06,11,NA,"tms_metrics_3_10.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.958 (0.917 - 1   )","1    (1    - 1   )","0.952 (0.905 - 1   )","3.33 (3.33 - 1e+06)","0.222 (1e-06 - 0.222)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.156 (0.151 - 0.161)",0.917,1,0.905,3.33,0.222,1e+06,1e-06,0.161,1,1,0.381,4,1.33e-06,1e+06,1e-06,0.00707,14.9734407879116,-19.6872206072143,14.7633425112014,-19.8451768393972,0.014231077857252,0.00795942678975547,0.000113271222344108,-1.0535173003507e-06,10,NA,"tms_metrics_3_100.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-mexiletine-quinidine-tamoxifen-terfenadine","0.933 (0.933 - 1   )","1    (1    - 1   )","0.889 (0.889 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.208 (0.201 - 0.214)",0.933,1,0.889,2.4,0.3,5,1.25e-06,0.214,1,1,0.222,3,1.5e-06,1e+06,1e-06,0.00788,5.1253900158321,-2.97471842470518,5.27584945925507,-3.24963896527735,0.0285185247579474,0.0846003336092785,0.00241267670856682,-1.05406650466408e-06,8,NA,"tms_metrics_3_101.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-dofetilide-droperidol-nitrendipine-quinidine-ranolazine-verapamil","1    (0.964 - 1   )","1    (1    - 1   )","1    (0.968 - 1   )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.143)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.0351 (0.0327 - 0.0376)",0.964,1,0.968,4,0.143,750000,0.25,0.0376,1,1,0.387,857000,1.33e-06,1e+06,1e-06,0.00553,10.3293122444705,-16.1676166616172,10.3293122421958,-16.1676166589887,2.20214985125617e-10,1.62575883171882e-10,3.580164569448e-20,-6.67362889680433e-07,11,0.833333333333333,"tms_metrics_3_11.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-nitrendipine-quinidine-terfenadine-verapamil","1    (1    - 1   )","1    (0.933 - 1   )","1    (1    - 1   )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 1.25e-06)","0.0865 (0.0821 - 0.0909)",1,0.933,1,1e+06,1e-06,5,1.25e-06,0.0909,1,1,0.222,1e+06,1e-06,1e+06,1e-06,0.00269,11.9268058149449,-4.57131561384787,12.5956848210614,-4.43538078427826,0.0531038221120005,0.0306478375095663,0.0016275173112255,-7.23922180371931e-07,8,NA,"tms_metrics_3_110.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","0.8  (0.8  - 1   )","0.75 (0.7  - 0.95)","1.8  (1.8  - 2.4 )","0.6  (0.3  - 0.6 )","5    (1.67 - 1e+06)","1.25e-06 (1e-06 - 0.556)","0.497 (0.486 - 0.507)",0.667,0.8,0.7,1.8,0.6,1.67,0.556,0.507,0.8,0.933,0.45,2.4,0.3,5,1.25e-06,0.311,6.15163467797513,-23.6617234333467,6.15163441547155,-23.6617220985205,4.26721679749624e-08,5.64128931957394e-08,2.4072604544022e-15,-3.69661725923822e-05,8,NA,"tms_metrics_3_12.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.714 (0.714 - 0.75)","0.893 (0.857 - 1   )","0.793 (0.759 - 0.931)","3.43 (2.86 - 3.43)","0.19 (0.19 - 0.381)","7    (3.5  - 1e+06)","1.17e-06 (1e-06 - 0.292)","0.275 (0.267 - 0.282)",0.714,0.857,0.759,2.86,0.381,3.5,0.292,0.282,0.857,0.964,0.448,3.43,0.19,7,1.17e-06,0.252,5.12188113174095,-20.7615857984142,5.30717416990368,-20.625045916591,0.0349136908325908,0.0066201007442796,0.000231132150666382,-2.4910654949725e-05,11,0.5,"tms_metrics_3_13.csv","summary_tms_11_metrics.csv"
"astemizole-bepridil-clozapine-diltiazem-metoprolol-quinidine-ranolazine-vandetanib","0.6  (0.6  - 0.667)","0.8  (0.8  - 0.802)","0.647 (0.647 - 0.706)","1.8  (1.8  - 2.4 )","0.6  (0.3  - 0.6 )","5    (2.5  - 5   )","1.25e-06 (1.25e-06 - 0.417)","0.518 (0.507 - 0.529)",0.6,0.8,0.647,1.8,0.6,2.5,0.417,0.529,0.733,0.867,0.529,1.8,0.6,5,1.25e-06,0.382,-1.05103282600601,-19.6675083559491,-1.05103282669945,-19.6675083555451,6.59766027898911e-10,2.05436811800671e-11,1.35540229305945e-20,-4.51265164531704e-05,8,NA,"tms_metrics_3_14.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-nitrendipine-quinidine-vandetanib-verapamil","1    (1    - 1   )","1    (0.933 - 1   )","1    (0.938 - 1   )","1e+06 (9.95e+05 - 1e+06)","1e-06 (1e-06 - 1.01e-06)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.333)","0.0776 (0.0735 - 0.0818)",1,0.933,0.938,995000,1.01e-06,5,0.333,0.0818,1,1,0.25,1e+06,1e-06,1e+06,1e-06,0.00117,17.3263981643238,-19.906773490536,17.3263981650698,-19.906773456395,4.30582857697677e-11,1.71504560016838e-09,7.38469235602328e-20,-1.46911147865861e-07,8,NA,"tms_metrics_3_15.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.75 (0.75 - 0.75)","1    (1    - 1   )","0.897 (0.862 - 0.897)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.215 (0.21 - 0.221)",0.75,1,0.862,3.33,0.222,7,0.333,0.221,0.875,1,0.483,3.33,0.222,1e+06,1e-06,0.158,9.70864709335745,-25.296747798722,9.70864771369389,-25.2967479663082,6.38952462520624e-08,6.62481065204777e-09,4.23293907985878e-16,-2.12398312982449e-05,10,0.666666666666667,"tms_metrics_3_16.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-loratadine-quinidine-tamoxifen","0.917 (0.833 - 1   )","1    (1    - 1   )","0.933 (0.867 - 1   )","3    (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.5 )","0.182 (0.175 - 0.188)",0.833,1,0.867,2.25,0.375,5,0.5,0.188,0.917,1,0.333,3,0.25,1e+06,1e-06,0.0321,15.8082080572155,-20.5297106537479,15.8082103322945,-20.5296948245511,1.43917556821235e-07,7.710390696523e-07,1.10966059118077e-13,-5.4567882652864e-06,7,NA,"tms_metrics_3_17.csv","summary_tms_7_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","4    (3.33 - 4   )","1.33e-06 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 1.17e-06)","0.124 (0.12 - 0.129)",0.958,1,0.952,3.33,0.222,7,1.17e-06,0.129,1,1,0.381,1e+06,1e-06,1e+06,1e-06,0.00186,17.9200288902031,-20.1728061855144,17.9200333215025,-20.1728026537057,2.47281875075997e-07,1.75077738936684e-07,4.32935515683291e-14,-2.04652878948538e-07,10,NA,"tms_metrics_3_18.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-nitrendipine-risperidone-vandetanib","0.667 (0.6  - 0.667)","0.8  (0.733 - 1   )","0.75 (0.699 - 0.95)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","2.5  (1.67 - 5   )","1.67e-06 (1.25e-06 - 0.556)","0.49 (0.479 - 0.501)",0.6,0.733,0.699,2.4,0.3,1.67,0.556,0.501,0.667,0.8,0.45,2.4,0.3,2.5,1.67e-06,0.372,14.3435391888664,-15.6245264964695,14.3435343559873,-15.6245262926029,3.36937812836531e-07,1.30478597974599e-08,4.39631734235384e-15,-4.20966874366339e-05,8,NA,"tms_metrics_3_19.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-risperidone-vandetanib-verapamil","0.6  (0.6  - 0.6 )","0.733 (0.6  - 0.8 )","0.632 (0.526 - 0.684)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","2.5  (2.5  - 5   )","1.67e-06 (1.25e-06 - 1.67e-06)","0.502 (0.491 - 0.513)",0.6,0.6,0.526,1.8,0.6,2.5,1.67e-06,0.513,0.667,0.8,0.474,1.8,0.6,2.5,1.67e-06,0.511,-12.3627798714562,-2.11345059075211,-12.3627798730425,-2.11345060137266,1.28309618163178e-10,5.02521852099871e-09,6.44783869615876e-19,-5.90809718325343e-05,8,NA,"tms_metrics_3_2.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-cisapride-diltiazem-metoprolol-quinidine-ranolazine-risperidone-vandetanib-verapamil","0.75 (0.625 - 0.75)","0.857 (0.762 - 0.905)","0.769 (0.654 - 0.808)","3.33 (2.67 - 3.33)","0.222 (0.222 - 0.444)","4.67 (1.17 - 7   )","0.389 (1.17e-06 - 0.933)","0.446 (0.436 - 0.455)",0.625,0.762,0.654,2.67,0.444,1.17,0.933,0.455,0.792,0.857,0.385,3.33,0.222,4.67,0.389,0.337,4.37411435776488,-25.0107377587889,4.37411420859941,-25.0107379911875,3.41018689033104e-08,9.29195199713795e-09,3.16872928862251e-16,-3.60419259954502e-05,10,NA,"tms_metrics_3_21.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-metoprolol-ondansetron-quinidine-ranolazine","0.6  (0.6  - 0.667)","1    (0.867 - 1   )","0.769 (0.692 - 0.846)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.288 (0.281 - 0.295)",0.6,0.867,0.692,1.8,0.6,5,1.25e-06,0.295,0.867,1,0.538,2.4,0.3,1e+06,1e-06,0.235,2.47908188772407,-18.2037682645214,2.47908190134654,-18.2037682545266,5.49496759119718e-09,5.49048990021182e-10,3.01700640614594e-18,-2.81615788868825e-05,8,NA,"tms_metrics_3_23.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","0.933 (0.8  - 1   )","0.85 (0.75 - 0.95)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.43 (0.42 - 0.439)",0.667,0.8,0.75,1.8,0.6,2.5,0.417,0.439,0.8,0.933,0.45,2.4,0.3,5,1.25e-06,0.276,6.97283556306027,-23.8863806032584,6.97283515104904,-23.8863791841961,5.90880495185447e-08,5.94088503109753e-08,3.51035308901472e-15,-3.46469806140872e-05,8,NA,"tms_metrics_3_24.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.75 (0.75 - 0.75)","1    (0.929 - 1   )","0.906 (0.844 - 0.938)","2.86 (2.86 - 3.43)","0.381 (0.19 - 0.381)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 1.17e-06)","0.256 (0.25 - 0.262)",0.75,0.929,0.844,2.86,0.381,7,1.17e-06,0.262,0.893,1,0.438,3.43,0.19,7,1.17e-06,0.113,15.4771871836904,-21.5359353666497,15.5231777152907,-21.5656247844988,0.00296270083637622,0.00137670102979978,4.07875329242781e-06,-1.95696077775056e-05,11,NA,"tms_metrics_3_25.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","1    (0.8  - 1   )","0.9  (0.75 - 0.95)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.388 (0.379 - 0.398)",0.667,0.8,0.75,1.8,0.6,2.5,0.417,0.398,0.867,1,0.45,2.4,0.3,5,1.25e-06,0.264,6.48095080260972,-22.235642683606,6.48095080540833,-22.2356426833107,4.31821071421989e-10,1.32802302933289e-11,5.73468327399604e-21,-3.38885512720251e-05,8,NA,"tms_metrics_3_27.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","0.933 (0.8  - 1   )","0.85 (0.75 - 0.95)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.424 (0.415 - 0.434)",0.667,0.8,0.75,1.8,0.6,2.5,0.417,0.434,0.8,0.933,0.45,2.4,0.3,5,1.25e-06,0.272,7.04094554306294,-24.3192021860419,7.04094513566199,-24.3192007708946,5.78616849827327e-08,5.81905331985136e-08,3.36700230090964e-15,-3.44183897821469e-05,8,NA,"tms_metrics_3_28.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.75 (0.75 - 0.75)","1    (0.917 - 1   )","0.875 (0.812 - 0.875)","3.43 (2.86 - 4   )","0.19 (1.33e-06 - 0.381)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.208 (0.202 - 0.213)",0.75,0.917,0.812,2.86,0.381,8,0.333,0.213,0.857,1,0.5,3.43,0.19,667000,1.14e-06,0.105,16.4185333531032,-26.0969153029394,16.4529096008195,-26.1321139077378,0.00208937194394769,0.00134694823858013,2.81427585963909e-06,-2.07697689675003e-05,11,0.666666666666667,"tms_metrics_3_29.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","1    (0.8  - 1   )","0.9  (0.75 - 0.95)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.39 (0.381 - 0.399)",0.667,0.8,0.75,1.8,0.6,2.5,0.417,0.399,0.867,1,0.45,2.4,0.3,5,1.25e-06,0.259,6.65705690475529,-22.9661822684008,6.6570569092467,-22.9661822674791,6.74683885643115e-10,4.01343936776816e-11,2.70780286743887e-20,-3.36510748569977e-05,8,NA,"tms_metrics_3_31.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.667 - 0.667)","0.933 (0.8  - 1   )","0.85 (0.75 - 0.95)","2.4  (1.8  - 2.4 )","0.3  (0.3  - 0.6 )","5    (2.5  - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.424 (0.415 - 0.434)",0.667,0.8,0.75,1.8,0.6,2.5,0.417,0.434,0.8,0.933,0.45,2.4,0.3,5,1.25e-06,0.276,6.99474317704618,-22.8139456289207,6.99474275620111,-22.8139442690713,6.01659103317176e-08,5.96060642425812e-08,3.58625311644574e-15,-3.46788710606341e-05,8,NA,"tms_metrics_3_32.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.75 (0.75 - 0.75)","1    (0.929 - 1   )","0.906 (0.844 - 0.938)","2.86 (2.86 - 3.43)","0.381 (0.19 - 0.381)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 1.17e-06)","0.254 (0.248 - 0.26)",0.75,0.929,0.844,2.86,0.381,7,1.17e-06,0.26,0.893,1,0.438,3.43,0.19,7,1.17e-06,0.114,14.4339824565137,-19.6690696499519,14.4736894809372,-19.6958509572179,0.00274339341574031,0.00135974359900577,3.73031163660748e-06,-1.94294912381697e-05,11,NA,"tms_metrics_3_33.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-metoprolol-nitrendipine","0.667 (0.667 - 0.667)","0.8  (0.7  - 1   )","0.692 (0.538 - 0.923)","2.25 (1.5  - 2.25)","0.375 (0.375 - 0.75)","2.5  (2.5e-06 - 1e+06)","1.67e-06 (1e-06 - 1.67)","0.627 (0.616 - 0.638)",0.667,0.7,0.538,1.5,0.75,2.5e-06,1.67,0.638,0.667,0.8,0.462,2.25,0.375,5,1.25e-06,0.378,7.12543506457012,-18.6415649101852,7.12543506999162,-18.6415649055662,7.60866026667545e-10,2.47778880469742e-10,1.88526532275145e-19,-5.00694930495383e-05,7,NA,"tms_metrics_3_34.csv","summary_tms_7_metrics.csv"
